total_shipments_analyzed,avg_transit_hours,median_transit_hours,std_dev_transit_hours,min_transit_hours,max_transit_hours,avg_facilities_per_shipment,median_facilities_per_shipment,mode_facilities_per_shipment,avg_hours_per_facility,median_hours_per_facility,avg_transit_hours_FEDEX_EXPRESS_SAVER,avg_facilities_FEDEX_EXPRESS_SAVER,count_shipments_FEDEX_EXPRESS_SAVER,pct_first_attempt_delivery,avg_out_for_delivery_attempts
99,100.86,97.24,66.09,20.6,545.53,2.83,3.0,3,36.51,32.8,100.86,2.83,99,84.85,0.97
